Anders Albertson,25.10986328125,20.074201583862305
Abraham Ancer,-17.922428131103516,38.40616989135742
Stuart Appleby,34.81898880004883,-4.229640960693359
Ryan Armour,41.179962158203125,12.328211784362793
Aaron Baddeley,25.470916748046875,37.93827819824219
Sangmoon Bae,4.153143405914307,-8.957297325134277
Ricky Barnes,-12.999783515930176,-7.333606243133545
Ryan Blaum,1.4751126766204834,-2.7252087593078613
Jonas Blixt,-35.844627380371094,2.136126756668091
Dominic Bozzelli,-22.647241592407227,-28.312850952148438
Scott Brown,24.4570369720459,4.09683895111084
Bronson Burgoon,12.102492332458496,-13.823721885681152
Sam Burns,2.7503318786621094,-16.847858428955078
Jonathan Byrd,23.578908920288086,0.6249513030052185
Patrick Cantlay,-44.922454833984375,28.905790328979492
Roberto Castro,12.381840705871582,36.93794250488281
Bud Cauley,-23.182180404663086,-30.541345596313477
Alex Cejka,12.152397155761719,2.2755286693573
Cameron Champ,-30.926088333129883,-21.807479858398438
John Chin,15.917447090148926,70.79764556884766
Stewart Cink,7.435390472412109,46.773406982421875
Wyndham Clark,-31.93003273010254,-27.61041831970215
Chad Collins,-8.476737022399902,-49.188026428222656
Corey Conners,23.285837173461914,19.44293975830078
Austin Cook,19.253280639648438,28.674421310424805
Ben Crane,30.957557678222656,38.95552444458008
Jon Curran,36.286861419677734,-4.471834659576416
Joel Dahmen,38.64329147338867,10.143390655517578
Cameron Davis,-30.92228126525879,-26.54451560974121
Bryson DeChambeau,-19.953367233276367,39.108009338378906
Jason Dufner,-26.471420288085938,12.042359352111816
Tyler Duncan,-9.899796485900879,19.644445419311523
Roberto Díaz,13.518880844116211,-3.3027045726776123
Ernie Els,22.921045303344727,16.975082397460938
Harris English,-11.319500923156738,-17.586177825927734
Derek Ernst,-22.392873764038086,-0.004236910492181778
Julián Etulain,-20.771039962768555,-37.41388702392578
Matt Every,1.667249321937561,31.418394088745117
Derek Fathauer,18.894306182861328,15.404182434082031
Tony Finau,-16.907657623291016,-36.73542022705078
Rickie Fowler,-12.759682655334473,-23.01536750793457
Dylan Frittelli,-11.351093292236328,-15.950312614440918
Jim Furyk,44.14377975463867,7.118621826171875
Brice Garnett,40.830902099609375,8.471063613891602
Robert Garrigus,-23.217796325683594,-32.931270599365234
Brian Gay,7.720537185668945,25.43454360961914
Lucas Glover,-36.51338195800781,31.59366226196289
Talor Gooch,26.06138801574707,8.080887794494629
Jason Gore,-17.703859329223633,-22.485240936279297
Cody Gribble,-41.21875762939453,-1.8938993215560913
Fabián Gómez,29.819942474365234,36.766845703125
Bill Haas,-7.810781478881836,-27.34219741821289
Chesson Hadley,-4.549166202545166,16.352371215820312
James Hahn,41.35026550292969,5.409028053283691
Brandon Harkins,2.574747085571289,-34.58147430419922
Brian Harman,5.012838840484619,48.45415115356445
David Hearn,17.299972534179688,14.819487571716309
Russell Henley,40.665164947509766,4.0053935050964355
J.J. Henry,26.90799903869629,16.146862030029297
Kramer Hickok,12.041077613830566,28.943967819213867
Tom Hoge,-4.5118584632873535,-14.331430435180664
Max Homa,-19.179536819458008,-0.8910759687423706
Beau Hossler,-9.997406005859375,8.2340726852417
Mackenzie Hughes,-39.019195556640625,-39.4097785949707
Sungjae Im,19.589576721191406,37.25459671020508
Stephan Jaeger,-10.967384338378906,-29.09130096435547
Zach Johnson,10.656756401062012,41.66328811645508
Kyle Jones,-15.619329452514648,18.47788429260254
Matt Jones,-11.514447212219238,16.110097885131836
Sung Kang,0.7617260813713074,-1.442470669746399
Michael Kim,-26.5059871673584,13.620769500732422
Whee Kim,-16.00336456298828,-23.175640106201172
Chris Kirk,-34.80339431762695,5.28456449508667
Kevin Kisner,-2.8013546466827393,39.8427848815918
Patton Kizzire,-33.681312561035156,-0.1571124643087387
Jim Knous,6.523669719696045,-28.812671661376953
Satoshi Kodaira,-16.587039947509766,37.71940994262695
Jason Kokrak,-28.719364166259766,-7.7529826164245605
Kelly Kraft,-12.22695541381836,-19.914695739746094
Matt Kuchar,21.472415924072266,21.98734474182129
Anirban Lahiri,-11.473027229309082,-30.701326370239258
Martin Laird,-11.24706745147705,-44.344459533691406
Andrew Landry,25.851713180541992,-3.544191360473633
Scott Langley,12.998297691345215,3.6720798015594482
Nate Lashley,1.059929370880127,29.94727897644043
Hank Lebioda,11.212188720703125,-2.6883490085601807
Danny Lee,-43.77726364135742,25.202558517456055
Kyoung-Hoon Lee,19.2906436920166,9.081009864807129
Nicholas Lindheim,-6.945897102355957,-48.267154693603516
Luke List,-44.461761474609375,26.835227966308594
Adam Long,-19.45614242553711,1.404590368270874
Tom Lovelady,-14.202228546142578,-3.8114607334136963
Jamie Lovemark,17.40389633178711,31.431968688964844
Curtis Luck,-13.066880226135254,-10.719874382019043
Hunter Mahan,12.188515663146973,-18.47527313232422
Peter Malnati,-13.783881187438965,-45.89141845703125
Steve Marino,18.01047706604004,46.40032196044922
Denny McCarthy,-1.1114225387573242,33.02169418334961
Graeme McDowell,13.580391883850098,27.384607315063477
Parker McLachlin,-11.618474006652832,-49.56248474121094
Troy Merritt,12.604883193969727,-10.566386222839355
Keith Mitchell,-41.485164642333984,-0.2998028099536896
Ryan Moore,-4.024853706359863,14.863847732543945
Trey Mullinax,-19.752849578857422,2.936048984527588
Grayson Murray,-30.4542179107666,-18.884078979492188
Sebastián Muñoz,-41.90846633911133,-5.380618572235107
Kevin Na,15.186184883117676,-10.620779991149902
Joaquin Niemann,11.967644691467285,-16.472469329833984
Sean O'Hair,32.883033752441406,40.24856185913086
Carlos Ortiz,10.280465126037598,-18.453956604003906
Ryan Palmer,-45.71491241455078,24.235010147094727
Rod Pampling,-37.964500427246094,30.960100173950195
C.T. Pan,9.945199012756348,43.49407958984375
Scott Piercy,10.831864356994629,31.475482940673828
Martin Piller,-21.873350143432617,-38.86439514160156
D.A. Points,32.014034271240234,-3.528690814971924
J.T. Poston,2.965625047683716,-10.568216323852539
Seamus Power,2.189661741256714,-12.921298027038574
Alex Prugh,-13.791801452636719,5.385777473449707
Seth Reeves,-30.861661911010742,-17.15580940246582
Wes Roach,29.110023498535156,35.4688720703125
Patrick Rodgers,-35.30005645751953,18.841035842895508
Andres Romero,-40.7960319519043,-37.79950714111328
Sam Ryder,10.980270385742188,35.893489837646484
Rory Sabbatini,29.36941146850586,14.738364219665527
Sam Saunders,-36.399497985839844,0.18388806283473969
Adam Schenk,-13.286384582519531,-36.69407272338867
Brady Schnell,27.090362548828125,-2.605902671813965
Ollie Schniederjans,-34.887733459472656,-33.88420867919922
John Senden,6.66289758682251,-26.949209213256836
Ben Silverman,7.938449382781982,27.82578468322754
Webb Simpson,-2.0483779907226562,34.39994812011719
Roger Sloan,-0.4920007884502411,-8.3582181930542
J.J. Spaun,22.462417602539062,34.89716720581055
Jordan Spieth,-15.557929992675781,-46.60719299316406
Scott Stallings,-13.077160835266113,3.1402688026428223
Brendan Steele,-14.61363410949707,7.972370147705078
Shawn Stefani,16.006820678710938,30.818098068237305
Sepp Straka,5.552030563354492,-30.493770599365234
Robert Streb,25.122364044189453,6.75121545791626
Kevin Streelman,-14.435816764831543,17.432552337646484
Chris Stroud,-9.349729537963867,-44.75054931640625
Brian Stuard,12.774415969848633,-0.8907452821731567
Adam Svensson,-7.197972774505615,-13.149085998535156
Hudson Swafford,-11.028035163879395,-12.469322204589844
Nick Taylor,-12.973631858825684,-34.55540466308594
Vaughn Taylor,19.58502960205078,7.576977252960205
Josh Teater,9.168066024780273,-10.419547080993652
Chris Thompson,-2.6725478172302246,-15.140301704406738
Michael Thompson,-9.601495742797852,15.4412841796875
Brendon Todd,-4.0373406410217285,38.893367767333984
D.J. Trahan,-15.060489654541016,-0.9326075911521912
Martin Trainer,3.5783190727233887,-32.80918884277344
Cameron Tringale,-41.55509567260742,-36.564430236816406
Kevin Tway,-45.197174072265625,30.831388473510742
Peter Uihlein,0.6637072563171387,-11.1231689453125
Jhonattan Vegas,4.423613548278809,-19.355148315429688
Johnson Wagner,40.01812744140625,1.8015775680541992
Nick Watney,-7.0936198234558105,12.234549522399902
Richy Werenski,-10.340787887573242,-26.99533462524414
Aaron Wise,-26.178997039794922,-28.89211654663086
Gary Woodland,-8.594675064086914,12.19857406616211
Chase Wright,22.022188186645508,36.33310317993164
